label,origin_id,punchline_idx,text_a,text_b
0,505,6,It is not up to me to make,a decision
0,506,5,You have to have a job that,requires one first
1,507,8,the lumberjack loved his new computer he especially enjoyed logging,in
0,508,2,Just be your self,Go up to her at work and ask her if she would like to go out to dinner and a movie
0,509,1,I think the,manufacturing side felt that we would do better than that
1,510,7,termites in the orchestra pit can lead to digestive,harp failure
0,511,4,But it is a bit too,early to say what that form will take
1,512,4,i don t find health related,puns funny anymore since i started suffering from an irony deficiency
0,513,0,The afterthought,is good for nought except it be to catch blind horses with
1,514,11,he shined a police officer s shoes and had a brush with the,law
0,515,11,He said a constant stream of people comes to the church in need,of help
0,516,9,ask god about it ask him to take control of the,situation
1,517,9,meet me at the clothes line that s where i hang,out
1,518,15,i discovered that existence is no more than a never ending circle in a roundabout kind of,way
1,519,4,your golf addiction is driving a,wedge between us
1,520,20,the pianist led an upright life but it wasn t grand no matter how i tried to spinet i couldn t console,him
0,521,3,Be the day weary or,be the day long at last it ringeth to evensong
1,522,0,to run,an electrical shop you need a volting ambition to take charge
1,523,2,we are all speaking,american is this a country diction in terms
0,524,12,First you learn some correct English and then you must learn that you cannot,make anyone do anything
1,525,10,jenny was sure she was going to heaven but she wouldn t,harp on it
1,526,2,a jewelry salesman was,nicknamed the ringleader
0,527,6,Don t stand by the water and long,for fish go home and weave a net
0,528,16,But I still think there is higher inflation ahead perhaps in spite of this report and not because,of it
0,529,0,Thrift is,better than an annuity
1,530,2,he wanted desperately to,be a good golfer you could say he had a driving ambition
1,531,1,at the petting,zoo i saw a sheep scratching itself turns out it had fleece
1,532,2,have you ever been,to engagement ohio it s between dayton and marysville
1,533,13,there are two towns named hope and merritt a friend of mine lives beyond hope,without merritt
1,534,0,shakespeare had,to get his act together to finish his play
1,535,7,john deere had a lot of detractors when he,announced his invention
0,536,5,Everyone must row with the oars he,has
1,537,18,when i bought some fruit trees the nursery owner gave me some insects to help with pollination they were free,bees
1,538,4,in ireland you re more likely,to get a pat answer
1,539,11,those who drink too much at night have to worry about the mourning,after
0,540,4,Go on the pill for a,month then go off and start trying
1,541,6,the newspaper doesn t put in politics what,is classified
1,542,4,my advanced geometry class is full,of squares
0,543,4,The only truly dead are those,who have been forgotten
1,544,7,for the orthodontist visit the boy had to brace,himself
1,545,5,the man who bought too much graphing,paper didn t know where to draw the line
1,546,1,the junior librarian,was reincarnated as a bookmark because he always knew his place
1,547,2,need an ark to,save two of every animal i noah guy
1,548,1,the international jewel,thieves were hard to catch because they had a good ring leader
0,549,11,We re just here to play a little music not watch me throw,up
1,550,6,which illness are witches most prone to crone,s disease
0,551,5,It s not really their fault they,re not used to irony in songs
0,552,0,learn an,instrument find some friends who will too write some songs and go for it
0,553,12,You don t You re too young to be dating and online dating is,dangerous
0,554,7,I want him to get well and live as,long as possible
0,555,9,The situation is still not under control but it is better,than last year
0,556,10,I didn t have much time to study before I got the,job
1,557,4,the painter was hospitalized due to,too many strokes
0,558,8,He said that in about 10 years he might have,enough to buy a car
1,559,7,they were the quietest burglars in the history of,new york city the newspapers called them criminal mimes
1,560,19,it was a sad day for the rattlesnake family the time had come for the children to strike out on their,own
1,561,8,when the bad poet stood in front of the judge,the judge thought the punishment should fit the rhyme
0,562,4,Stop looking The man you want,will show interest in you first
1,563,13,no one knew who was attacking the castle until we learned it was the forces,of sir nymbas of cumulus the legendary dark and stormy knight
0,564,2,Your fighting a losing,battle if he thinks she is more important than his wife
1,565,10,nurses often have to check their patient s impulse without missing a,beat
1,566,0,russia was,slow to recover after ww2 because it kept stalin around
1,567,9,most state laws don t give a thumbs up to hitch,hikers
0,568,12,Have someone help you This is more fun anyway then going and doing it,yourself
1,569,1,petra the muscovite,was gneiss to a fault but stony when taken for granite
1,570,1,a certain ship,s captain was deep and unfathomable
0,571,20,We hope eventually people will get rid of it but a lot of people just coming to work here still own something,made from an animal
1,572,8,those who live near the international date line can easily,pass the time
0,573,7,We re set up for the long haul he,said
1,574,5,pills with long names can be quite,a mouthful
0,575,2,What s the model,number What do you want to do with it
0,576,7,After an airline plane landed at the wrong airport,recently a humorist offers a four step public relations campaign designed to spin such an event
0,577,10,You already did when you choose the best answer and put in,your comment
1,578,2,zookeepers spot clean their,leopards
1,579,7,what part of the united states produces the largest,number of cardiologists the heartland
0,580,3,Caress your dog and he,ll spoil your clothes
1,581,4,people in the desert have dry,humor
0,582,5,They were each given about 50 in,cash the sources said
1,583,14,tennyson wrote a series of poems about a lazy monarch he called it idles of the,king
0,584,8,But she said People don t let themselves be tread,on
0,585,6,Here is where you can find out some,of the requirements
1,586,6,do you know how winter coats are insulated,they are down loaded
0,587,0,Rejoice not,at thine enemy s fall but don t rush to pick his up either
0,588,6,He would lose his job if he didn,t sail
0,589,0,Pride that,dined with vanity supped with poverty
0,590,6,I am now sure there will be an,end to it
0,591,2,The noisiest drum has,nothing in it but air
0,592,0,The greater,the truth the greater the libel
0,593,11,He said he spent much of that night walking the streets looking for,a place to stay
0,594,3,Illness comes in by mouth,ills come out by it
0,595,6,If you can t change your fate change,your attitude
0,596,3,try to call a junk,yard that takes it Put it in the newspaper free as is come take it
