label,origin_id,text_a,text_b
1,41,i wonder how much an anagram,weighs
0,42,If you,have a special someone it s the best day in the world If you don t have someone special it s just another day
0,42,If you have,a special someone it s the best day in the world If you don t have someone special it s just another day
0,42,If you have a,special someone it s the best day in the world If you don t have someone special it s just another day
0,42,If you have a special,someone it s the best day in the world If you don t have someone special it s just another day
0,42,If you have a special someone,it s the best day in the world If you don t have someone special it s just another day
0,42,If you have a special someone it,s the best day in the world If you don t have someone special it s just another day
0,42,If you have a special someone it s,the best day in the world If you don t have someone special it s just another day
0,42,If you have a special someone it s the,best day in the world If you don t have someone special it s just another day
0,42,If you have a special someone it s the best,day in the world If you don t have someone special it s just another day
0,42,If you have a special someone it s the best day,in the world If you don t have someone special it s just another day
0,42,If you have a special someone it s the best day in,the world If you don t have someone special it s just another day
0,42,If you have a special someone it s the best day in the,world If you don t have someone special it s just another day
0,42,If you have a special someone it s the best day in the world,If you don t have someone special it s just another day
0,42,If you have a special someone it s the best day in the world If,you don t have someone special it s just another day
0,42,If you have a special someone it s the best day in the world If you,don t have someone special it s just another day
0,42,If you have a special someone it s the best day in the world If you don,t have someone special it s just another day
0,42,If you have a special someone it s the best day in the world If you don t,have someone special it s just another day
0,42,If you have a special someone it s the best day in the world If you don t have,someone special it s just another day
0,42,If you have a special someone it s the best day in the world If you don t have someone,special it s just another day
0,42,If you have a special someone it s the best day in the world If you don t have someone special,it s just another day
0,42,If you have a special someone it s the best day in the world If you don t have someone special it,s just another day
0,42,If you have a special someone it s the best day in the world If you don t have someone special it s,just another day
0,42,If you have a special someone it s the best day in the world If you don t have someone special it s just,another day
0,42,If you have a special someone it s the best day in the world If you don t have someone special it s just another,day
1,43,a scientist,doing a large experiment with liquid chemicals was trying to solve a problem when he fell in and became part of the solution
1,43,a scientist doing,a large experiment with liquid chemicals was trying to solve a problem when he fell in and became part of the solution
1,43,a scientist doing a,large experiment with liquid chemicals was trying to solve a problem when he fell in and became part of the solution
1,43,a scientist doing a large,experiment with liquid chemicals was trying to solve a problem when he fell in and became part of the solution
1,43,a scientist doing a large experiment,with liquid chemicals was trying to solve a problem when he fell in and became part of the solution
1,43,a scientist doing a large experiment with,liquid chemicals was trying to solve a problem when he fell in and became part of the solution
1,43,a scientist doing a large experiment with liquid,chemicals was trying to solve a problem when he fell in and became part of the solution
1,43,a scientist doing a large experiment with liquid chemicals,was trying to solve a problem when he fell in and became part of the solution
1,43,a scientist doing a large experiment with liquid chemicals was,trying to solve a problem when he fell in and became part of the solution
1,43,a scientist doing a large experiment with liquid chemicals was trying,to solve a problem when he fell in and became part of the solution
1,43,a scientist doing a large experiment with liquid chemicals was trying to,solve a problem when he fell in and became part of the solution
1,43,a scientist doing a large experiment with liquid chemicals was trying to solve,a problem when he fell in and became part of the solution
1,43,a scientist doing a large experiment with liquid chemicals was trying to solve a,problem when he fell in and became part of the solution
